"V1","V2"
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
0.00574156719384401,0.00574156719384401
